,individu_id,date,activite,duree,unite,poids_kg,calories
216,1004,2025-02-06,velo,84.0,min,72.6,825.5
217,1004,2025-02-07,course,46.99,min,72.6,589.1
218,1004,2025-02-08,course,34.28,min,72.6,482.9
219,1004,2025-02-09,natation,42.17,min,72.6,410.5
220,1004,2025-02-10,course,53.33,min,72.6,684.7
221,1004,2025-02-11,course,19.69,min,72.6,222.4
222,1004,2025-02-12,course,65.46,min,72.6,795.9
223,1004,2025-02-13,course,46.800000000000004,min,72.6,550.8
224,1004,2025-02-14,velo,74.4,min,72.6,700.3
225,1004,2025-02-15,velo,48.6,min,72.6,409.1
226,1004,2025-02-16,velo,50.12,min,72.6,477.1
227,1004,2025-02-17,course,50.19,min,72.6,699.3
228,1004,2025-02-18,course,10.0,min,72.6,136.3
229,1004,2025-02-19,velo,34.06,min,72.6,336.8
230,1004,2025-02-20,natation,44.18,min,72.6,499.9
231,1004,2025-02-21,course,47.93,min,72.6,583.9
232,1004,2025-02-22,course,48.0,min,72.6,626.9
233,1004,2025-02-23,course,60.6,min,72.6,815.3
234,1004,2025-02-24,natation,66.60000000000001,min,72.6,751.7
235,1004,2025-02-25,velo,61.27,min,72.6,480.8
236,1004,2025-02-26,velo,10.0,min,72.6,101.5
237,1004,2025-02-27,velo,34.59,min,72.6,312.9
238,1004,2025-02-28,velo,67.2,min,72.6,526.1
239,1004,2025-03-01,natation,71.97,min,72.6,818.8
240,1005,2025-01-01,course,21.03,min,72.0,263.2
241,1005,2025-01-02,course,34.11,min,72.0,409.5
242,1005,2025-01-03,velo,71.39999999999999,min,72.0,639.7
243,1005,2025-01-04,course,24.27,min,72.0,283.8
244,1005,2025-01-05,velo,63.6,min,72.0,533.9
245,1005,2025-01-06,velo,38.2,min,72.0,370.4
246,1005,2025-01-07,natation,43.3,min,72.0,392.4
247,1005,2025-01-08,course,78.60000000000001,min,72.0,837.8
248,1005,2025-01-09,course,37.06,min,72.0,461.1
249,1005,2025-01-10,velo,37.25,min,72.0,384.3
250,1005,2025-01-11,velo,86.39999999999999,min,72.0,860.0
251,1005,2025-01-12,velo,37.62,min,72.0,387.4
252,1005,2025-01-13,course,54.43,min,72.0,787.3
253,1005,2025-01-14,course,35.55,min,72.0,392.6
254,1005,2025-01-15,course,87.14,min,72.0,1027.7
255,1005,2025-01-16,velo,24.8,min,72.0,239.3
256,1005,2025-01-17,course,30.25,min,72.0,399.3
257,1005,2025-01-18,velo,30.0,min,72.0,284.8
258,1005,2025-01-19,velo,49.8,min,72.0,450.4
259,1005,2025-01-20,velo,16.19,min,72.0,160.3
260,1005,2025-01-21,natation,64.80000000000001,min,72.0,654.2
261,1005,2025-01-22,natation,41.09,min,72.0,327.0
262,1005,2025-01-23,velo,57.91,min,72.0,632.7
263,1005,2025-01-24,velo,51.22,min,72.0,512.2
264,1005,2025-01-25,velo,36.19,min,72.0,342.5
265,1005,2025-01-26,velo,28.23,min,72.0,256.5
266,1005,2025-01-27,velo,68.39999999999999,min,72.0,603.1
267,1005,2025-01-28,course,28.73,min,72.0,405.0
268,1005,2025-01-29,course,39.44,min,72.0,498.6
269,1005,2025-01-30,velo,17.57,min,72.0,178.2
270,1005,2025-01-31,velo,38.15,min,72.0,364.2
271,1005,2025-02-01,velo,53.14,min,72.0,553.8
272,1005,2025-02-02,course,51.8,min,72.0,610.9
273,1005,2025-02-03,course,71.39999999999999,min,72.0,776.7
274,1005,2025-02-04,natation,52.65,min,72.0,560.1
275,1005,2025-02-05,velo,40.24,min,72.0,324.6
276,1005,2025-02-06,natation,27.11,min,72.0,257.4
277,1005,2025-02-07,course,32.05,min,72.0,447.1
278,1005,2025-02-08,course,45.6,min,72.0,491.1
279,1005,2025-02-09,natation,46.2,min,72.0,425.9
280,1005,2025-02-10,velo,35.19,min,72.0,339.8
281,1005,2025-02-11,natation,63.0,min,72.0,594.1
282,1005,2025-02-12,velo,43.67,min,72.0,395.0
283,1005,2025-02-13,velo,56.55,min,72.0,433.3
284,1005,2025-02-14,velo,45.47,min,72.0,418.9
285,1005,2025-02-15,velo,24.6,min,72.0,241.6
286,1005,2025-02-16,velo,49.56,min,72.0,464.1
287,1005,2025-02-17,course,48.78,min,70.65102602073198,517.8
288,1005,2025-02-18,velo,26.03,min,72.0,289.8
289,1005,2025-02-19,course,44.58,min,72.0,514.2
290,1005,2025-02-20,velo,43.95,min,72.0,360.1
291,1005,2025-02-21,natation,64.62,min,72.0,619.4
292,1005,2025-02-22,course,59.95,min,72.0,666.9
293,1005,2025-02-23,course,24.31,min,72.0,270.4
294,1005,2025-02-24,natation,37.8,min,72.0,427.0
295,1005,2025-02-25,course,17.85,min,72.0,207.1
296,1005,2025-02-26,course,40.36,min,70.65102602073198,489.9
297,1005,2025-02-27,natation,34.8,min,72.0,280.5
298,1005,2025-02-28,course,45.81,min,72.0,443.8
299,1005,2025-03-01,course,60.34,min,72.0,803.1
300,1006,2025-01-01,velo,46.98,min,66.3,442.5
301,1006,2025-01-02,course,87.6,min,66.3,1024.3
302,1006,2025-01-03,course,66.01,min,66.3,672.4
303,1006,2025-01-04,velo,47.98,min,66.3,438.2
304,1006,2025-01-05,course,53.33,min,66.3,609.4
305,1006,2025-01-06,velo,37.14,min,66.3,337.0
306,1006,2025-01-07,natation,33.02,min,66.3,295.9
307,1006,2025-01-08,natation,40.02,min,66.3,472.1
308,1006,2025-01-09,course,39.53,min,66.3,455.5
309,1006,2025-01-10,course,54.01,min,66.3,634.9
310,1006,2025-01-11,velo,83.39999999999999,min,66.3,772.3
311,1006,2025-01-12,course,35.76,min,66.3,372.2
312,1006,2025-01-13,course,52.22,min,66.3,624.2
313,1006,2025-01-14,course,42.0,min,66.3,394.3
314,1006,2025-01-15,course,55.89,min,66.3,576.7
315,1006,2025-01-16,course,45.21,min,66.3,503.3
316,1006,2025-01-17,velo,61.21,min,66.3,517.3
317,1006,2025-01-18,course,59.69,min,66.3,766.8
318,1006,2025-01-19,course,35.26,min,66.3,341.6
319,1006,2025-01-20,velo,48.51,min,66.3,428.8
320,1006,2025-01-21,velo,36.6,min,66.3,371.5
321,1006,2025-01-22,natation,54.6,min,66.3,568.5
322,1006,2025-01-23,course,31.8,min,66.3,829.7
323,1006,2025-01-24,velo,60.51,min,66.3,464.5
324,1006,2025-01-25,velo,33.23,min,66.3,293.3
325,1006,2025-01-26,course,17.3,min,66.3,187.9
326,1006,2025-01-27,velo,10.0,min,66.3,75.9
327,1006,2025-01-28,velo,61.57,min,66.3,550.9
328,1006,2025-01-29,natation,21.29,min,66.3,206.6
329,1006,2025-01-30,course,106.2,min,66.3,1118.7
330,1006,2025-01-31,course,52.2,min,66.3,615.5
331,1006,2025-02-01,velo,75.0,min,66.3,670.1
332,1006,2025-02-02,velo,51.07,min,66.3,544.0
333,1006,2025-02-03,course,10.0,min,66.3,119.6
334,1006,2025-02-04,course,21.71,min,66.3,76.0
335,1006,2025-02-05,natation,57.66,min,66.3,614.7
336,1006,2025-02-06,course,42.35,min,66.3,448.5
337,1006,2025-02-07,velo,47.96,min,66.3,368.1
338,1006,2025-02-08,course,68.55,min,66.3,702.0
339,1006,2025-02-09,velo,52.8,min,66.3,420.9
340,1006,2025-02-10,course,53.4,min,66.3,461.2
341,1006,2025-02-11,velo,56.86,min,66.3,419.1
342,1006,2025-02-12,natation,61.85,min,66.3,571.8
343,1006,2025-02-13,course,27.6,min,66.3,300.1
344,1006,2025-02-14,velo,49.22,min,66.3,398.6
345,1006,2025-02-15,velo,39.68,min,66.3,263.5
346,1006,2025-02-16,velo,61.65,min,66.3,609.6
347,1006,2025-02-17,velo,40.79,min,66.3,410.2
348,1006,2025-02-18,course,44.75,min,66.3,601.8
349,1006,2025-02-19,natation,30.63,min,66.3,256.5
350,1006,2025-02-20,natation,30.43,min,66.3,303.5
351,1006,2025-02-21,course,57.29,min,66.3,616.9
352,1006,2025-02-22,natation,59.94,min,66.3,523.0
353,1006,2025-02-23,course,38.4,min,66.3,408.3
354,1006,2025-02-24,velo,38.08,min,66.3,317.2
355,1006,2025-02-25,natation,48.18,min,66.3,481.5
356,1006,2025-02-26,velo,43.5,min,66.3,374.4
357,1006,2025-02-27,course,44.97,min,66.3,553.3
358,1006,2025-02-28,course,43.17,min,66.3,383.4
359,1006,2025-03-01,course,52.27,min,66.3,667.0
360,1007,2025-01-01,velo,90.6,min,70.65102602073198,915.1
361,1007,2025-01-02,velo,53.33,min,75.2,436.4
362,1007,2025-01-03,course,27.6,min,70.65102602073198,423.4
363,1007,2025-01-04,velo,80.4,min,75.2,839.7
364,1007,2025-01-05,velo,32.02,min,75.2,264.9
365,1007,2025-01-06,natation,56.81,min,75.2,595.6
366,1007,2025-01-07,velo,19.81,min,75.2,193.5
367,1007,2025-01-08,velo,57.59,min,75.2,650.3
368,1007,2025-01-09,natation,80.4,min,75.2,767.1
369,1007,2025-01-10,course,71.39999999999999,min,75.2,1058.7
370,1007,2025-01-11,velo,63.99,min,75.2,718.6
371,1007,2025-01-12,velo,59.92,min,75.2,596.5
372,1007,2025-01-13,velo,52.05,min,75.2,550.5
373,1007,2025-01-14,natation,60.57,min,75.2,603.3
374,1007,2025-01-15,course,30.11,min,75.2,380.8
375,1007,2025-01-16,velo,39.12,min,75.2,314.5
376,1007,2025-01-17,velo,34.73,min,75.2,319.5
377,1007,2025-01-18,velo,66.99,min,75.2,607.4
378,1007,2025-01-19,natation,62.1,min,75.2,733.1
379,1007,2025-01-20,natation,43.68,min,75.2,415.5
380,1007,2025-01-21,natation,65.4,min,75.2,851.5
381,1007,2025-01-22,course,59.4,min,75.2,724.2
382,1007,2025-01-23,velo,34.5,min,75.2,328.8
383,1007,2025-01-24,course,44.7,min,75.2,538.9
384,1007,2025-01-25,course,66.60000000000001,min,75.2,993.5
385,1007,2025-01-26,natation,59.93,min,75.2,587.7
386,1007,2025-01-27,course,25.81,min,75.2,298.6
387,1007,2025-01-28,natation,47.18,min,75.2,516.5
388,1007,2025-01-29,course,48.16,min,75.2,610.4
389,1007,2025-01-30,course,55.6,min,75.2,712.0
390,1007,2025-01-31,velo,78.60000000000001,min,75.2,692.8
391,1007,2025-02-01,course,39.44,min,75.2,462.8
392,1007,2025-02-02,course,70.91,min,75.2,872.6
393,1007,2025-02-03,velo,65.88,min,75.2,595.0
394,1007,2025-02-04,course,60.69,min,75.2,746.2
395,1007,2025-02-05,course,46.71,min,75.2,667.6
396,1007,2025-02-06,course,47.400000000000006,min,75.2,513.7
397,1007,2025-02-07,course,71.29,min,75.2,995.7
398,1007,2025-02-08,velo,38.59,min,75.2,481.4
399,1007,2025-02-09,velo,48.0,min,75.2,498.7
400,1007,2025-02-10,velo,36.35,min,75.2,342.8
401,1007,2025-02-11,natation,55.13,min,75.2,613.2
402,1007,2025-02-12,course,75.6,min,75.2,881.2
403,1007,2025-02-13,velo,35.4,min,75.2,325.8
404,1007,2025-02-14,velo,33.6,min,75.2,358.4
405,1007,2025-02-15,course,60.0,min,75.2,767.2
406,1007,2025-02-16,velo,77.4,min,75.2,841.1
407,1007,2025-02-17,course,81.60000000000001,min,75.2,1059.9
408,1007,2025-02-18,course,29.32,min,75.2,356.8
409,1007,2025-02-19,velo,84.6,min,75.2,856.0
410,1007,2025-02-20,course,31.65,min,75.2,348.4
411,1007,2025-02-21,course,52.65,min,75.2,783.2
412,1007,2025-02-22,velo,25.8,min,75.2,258.6
413,1007,2025-02-23,natation,49.58,min,75.2,568.9
414,1007,2025-02-24,natation,47.12,min,75.2,476.6
415,1007,2025-02-25,course,48.6,min,75.2,584.4
416,1007,2025-02-26,velo,57.13,min,75.2,532.5
417,1007,2025-02-27,velo,80.4,min,75.2,797.1
418,1007,2025-02-28,velo,11.47,min,75.2,117.3
419,1007,2025-03-01,course,46.800000000000004,min,75.2,620.0
420,1008,2025-01-01,course,24.74,min,65.9,271.0
421,1008,2025-01-02,course,10.0,min,65.9,93.1
422,1008,2025-01-03,velo,60.6,min,65.9,507.5
423,1008,2025-01-04,velo,62.54,min,65.9,477.8
424,1008,2025-01-05,course,29.73,min,65.9,353.9
425,1008,2025-01-06,natation,49.57,min,65.9,423.7
426,1008,2025-01-07,natation,44.51,min,65.9,453.0
427,1008,2025-01-08,natation,33.24,min,65.9,302.9
428,1008,2025-01-09,course,25.18,min,65.9,271.9
429,1008,2025-01-10,course,69.41,min,65.9,780.0
430,1008,2025-01-11,velo,57.29,min,65.9,479.1
431,1008,2025-01-12,velo,38.06,min,65.9,264.3
432,1008,2025-01-13,course,38.68,min,65.9,442.5
433,1008,2025-01-14,velo,14.33,min,65.9,108.8
434,1008,2025-01-15,course,36.83,min,65.9,447.0
435,1008,2025-01-16,velo,26.56,min,65.9,238.0
436,1008,2025-01-17,course,43.92,min,65.9,559.0
437,1008,2025-01-18,velo,52.28,min,65.9,475.9
438,1008,2025-01-19,course,43.86,min,65.9,473.5
439,1008,2025-01-20,velo,81.0,min,65.9,716.6
440,1008,2025-01-21,velo,51.53,min,65.9,538.4
441,1008,2025-01-22,velo,64.01,min,65.9,151.9
442,1008,2025-01-23,course,48.44,min,65.9,519.0
443,1008,2025-01-24,natation,77.4,min,65.9,803.2
444,1008,2025-01-25,velo,64.93,min,65.9,524.8
445,1008,2025-01-26,velo,43.94,min,65.9,381.8
446,1008,2025-01-27,velo,81.60000000000001,min,65.9,822.8
447,1008,2025-01-28,course,45.0,min,65.9,446.8
448,1008,2025-01-29,course,70.19999999999999,min,65.9,788.1
449,1008,2025-01-30,velo,45.78,min,65.9,371.3
450,1008,2025-01-31,course,74.58,min,65.9,827.1
451,1008,2025-02-01,course,50.58,min,65.9,619.6
452,1008,2025-02-02,course,51.28,min,65.9,571.9
453,1008,2025-02-03,course,47.400000000000006,min,65.9,533.4
454,1008,2025-02-04,course,31.86,min,65.9,337.8
455,1008,2025-02-05,velo,45.59,min,65.9,425.0
456,1008,2025-02-06,course,42.0,min,65.9,405.9
457,1008,2025-02-07,course,53.4,min,65.9,523.1
458,1008,2025-02-08,velo,79.2,min,65.9,594.9
459,1008,2025-02-09,velo,40.41,min,65.9,388.2
460,1008,2025-02-10,course,50.4,min,65.9,569.0
461,1008,2025-02-11,course,25.25,min,65.9,319.9
462,1008,2025-02-12,natation,17.34,min,65.9,164.1
463,1008,2025-02-13,course,54.23,min,65.9,524.0
464,1008,2025-02-14,course,53.19,min,65.9,667.2
465,1008,2025-02-15,velo,64.80000000000001,min,65.9,573.9
466,1008,2025-02-16,natation,47.79,min,65.9,491.7
467,1008,2025-02-17,natation,48.6,min,65.9,519.5
468,1008,2025-02-18,natation,69.18,min,65.9,607.1
469,1008,2025-02-19,velo,61.22,min,65.9,512.4
470,1008,2025-02-20,velo,13.35,min,65.9,106.6
471,1008,2025-02-21,velo,33.89,min,65.9,322.8
472,1008,2025-02-22,course,49.16,min,65.9,528.2
473,1008,2025-02-23,natation,38.38,min,65.9,359.5
474,1008,2025-02-24,natation,52.74,min,65.9,510.3
475,1008,2025-02-25,velo,42.39,min,65.9,371.8
476,1008,2025-02-26,course,56.61,min,65.9,537.1
477,1008,2025-02-27,course,53.78,min,65.9,611.8
478,1008,2025-02-28,course,52.8,min,65.9,600.7
479,1008,2025-03-01,course,39.78,min,65.9,484.0
480,1009,2025-01-01,velo,69.6,min,58.8,488.5
481,1009,2025-01-02,natation,10.0,min,58.8,77.2
